
{'out_of_rail_time': 0.21299869863454346, 'out_of_rail_velocity': 49.52478948773236, 'max_velocity': 345.96117033003253, 'apogee_time': 21.005516224080644, 'apogee_altitude': 2796.0800801397613, 'apogee_x': 100.92581262002867, 'apogee_y': -79.13424657778647, 'impact_time': 208.92343026106275, 'impact_x': 671.9320928361755, 'impact_y': 326.1021948469074, 'impact_velocity': -4.214979910811646, 'initial_static_margin': 2.0105536223147533, 'out_of_rail_static_margin': 2.0514441079018693, 'out_of_rail_stability_margin': 2.0581349039942265, 'final_static_margin': 2.375838510017385, 'number_of_events': 2, 'execution_time': 8.296875, 'drogue_triggerTime': 21.01, 'drogue_inflated_time': 21.01, 'drogue_inflated_velocity': 4.667418933155742}

{'out_of_rail_time': 0.2230508250722006, 'out_of_rail_velocity': 47.26944396943079, 'max_velocity': 339.832019052188, 'apogee_time': 20.75917945567275, 'apogee_altitude': 2740.976021618491, 'apogee_x': -60.019351238899475, 'apogee_y': -124.51669364937185, 'impact_time': 209.54194012719825, 'impact_x': 423.9315568304112, 'impact_y': 431.320558599632, 'impact_velocity': -4.0604349298354965, 'initial_static_margin': 2.037206215872174, 'out_of_rail_static_margin': 2.074749121758668, 'out_of_rail_stability_margin': 2.08053960689284, 'final_static_margin': 2.387099178201978, 'number_of_events': 2, 'execution_time': 7.65625, 'drogue_triggerTime': 20.76, 'drogue_inflated_time': 20.76, 'drogue_inflated_velocity': 3.30692731710753}
{'out_of_rail_time': 0.20897702697718687, 'out_of_rail_velocity': 50.49978768563501, 'max_velocity': 341.9366466099095, 'apogee_time': 20.051900679367698, 'apogee_altitude': 2599.2901659888175, 'apogee_x': 88.79115257991808, 'apogee_y': -70.16413417884561, 'impact_time': 210.38111579227802, 'impact_x': 180.73580990553708, 'impact_y': 291.10933641426413, 'impact_velocity': -3.9207202378896135, 'initial_static_margin': 2.0288166795739664, 'out_of_rail_static_margin': 2.072599456995996, 'out_of_rail_stability_margin': 2.079387255195688, 'final_static_margin': 2.411166823829226, 'number_of_events': 2, 'execution_time': 6.375, 'drogue_triggerTime': 20.06, 'drogue_inflated_time': 20.06, 'drogue_inflated_velocity': 3.5503260162423396}
{'out_of_rail_time': 0.21991513951365374, 'out_of_rail_velocity': 48.07325504537694, 'max_velocity': 338.58499321882874, 'apogee_time': 20.711878494609646, 'apogee_altitude': 2716.4108468101253, 'apogee_x': -71.7741461490887, 'apogee_y': -125.26910630093862, 'impact_time': 211.53304229126036, 'impact_x': 286.04303007771983, 'impact_y': 446.88390910197137, 'impact_velocity': -4.027506061502178, 'initial_static_margin': 2.123597808123405, 'out_of_rail_static_margin': 2.1649720968589854, 'out_of_rail_stability_margin': 2.1712630652596188, 'final_static_margin': 2.5009525519266793, 'number_of_events': 2, 'execution_time': 9.21875, 'drogue_triggerTime': 20.72, 'drogue_inflated_time': 20.72, 'drogue_inflated_velocity': 3.6438937733033705}
{'out_of_rail_time': 0.2195759816477263, 'out_of_rail_velocity': 48.08298924700044, 'max_velocity': 356.22951818345734, 'apogee_time': 22.364390565187406, 'apogee_altitude': 3113.495543358002, 'apogee_x': 88.20715458516354, 'apogee_y': -77.1822233030284, 'impact_time': 205.16536964103636, 'impact_x': 515.6772759988286, 'impact_y': 183.2799747257683, 'impact_velocity': -4.465947283613878, 'initial_static_margin': 2.093538948246918, 'out_of_rail_static_margin': 2.134990073096439, 'out_of_rail_stability_margin': 2.140179663864911, 'final_static_margin': 2.4742327499232633, 'number_of_events': 2, 'execution_time': 8.984375, 'drogue_triggerTime': 22.37, 'drogue_inflated_time': 22.37, 'drogue_inflated_velocity': 4.000584156018417}
{'out_of_rail_time': 0.2310791332631643, 'out_of_rail_velocity': 45.63399164250055, 'max_velocity': 337.767201588542, 'apogee_time': 21.27178156505306, 'apogee_altitude': 2838.8080801008077, 'apogee_x': 136.21130997096947, 'apogee_y': -10.684936282687906, 'impact_time': 210.23809768471529, 'impact_x': 776.3940121951185, 'impact_y': 40.69229883168484, 'impact_velocity': -4.204832784557739, 'initial_static_margin': 2.0198452221467766, 'out_of_rail_static_margin': 2.056180017569792, 'out_of_rail_stability_margin': 2.061601027173991, 'final_static_margin': 2.368166967238401, 'number_of_events': 2, 'execution_time': 8.59375, 'drogue_triggerTime': 21.28, 'drogue_inflated_time': 21.28, 'drogue_inflated_velocity': 5.488804051132609}

{'out_of_rail_time': 0.23217657056126975, 'out_of_rail_velocity': 45.38030896453719, 'max_velocity': 335.64577777382453, 'apogee_time': 21.286474077886858, 'apogee_altitude': 2832.5183794655973, 'apogee_x': 12.876235202082597, 'apogee_y': -84.55808673664693, 'impact_time': 205.92619212092373, 'impact_x': 433.2706848270357, 'impact_y': 266.7214304474926, 'impact_velocity': -4.153004859575198, 'initial_static_margin': 2.1132665974302696, 'out_of_rail_static_margin': 2.150189977302644, 'out_of_rail_stability_margin': 2.1557287626328643, 'final_static_margin': 2.469633617046905, 'number_of_events': 2, 'execution_time': 7.6875, 'drogue_triggerTime': 21.29, 'drogue_inflated_time': 21.29, 'drogue_inflated_velocity': 2.417258607354143}
{'out_of_rail_time': 0.2213087191990726, 'out_of_rail_velocity': 47.684210870090446, 'max_velocity': 337.460436820087, 'apogee_time': 20.486052116810562, 'apogee_altitude': 2678.9763093620427, 'apogee_x': -58.21132246260323, 'apogee_y': -125.77831304104592, 'impact_time': 205.05454044375128, 'impact_x': 376.6964595712466, 'impact_y': 438.5242813277971, 'impact_velocity': -4.014281678770503, 'initial_static_margin': 2.0177371566783733, 'out_of_rail_static_margin': 2.0551562949607023, 'out_of_rail_stability_margin': 2.061311836220764, 'final_static_margin': 2.3636042772096193, 'number_of_events': 2, 'execution_time': 7.03125, 'drogue_triggerTime': 20.490000000000002, 'drogue_inflated_time': 20.490000000000002, 'drogue_inflated_velocity': 3.330600595410647}
{'out_of_rail_time': 0.22046508643560583, 'out_of_rail_velocity': 47.89525587546011, 'max_velocity': 344.3217602707036, 'apogee_time': 21.41136858001032, 'apogee_altitude': 2872.6897474971115, 'apogee_x': 108.24072612651219, 'apogee_y': -101.17625773343798, 'impact_time': 199.5969989735176, 'impact_x': 223.3067428376056, 'impact_y': 302.0078204243782, 'impact_velocity': -4.264062186070351, 'initial_static_margin': 2.0569549410392245, 'out_of_rail_static_margin': 2.098238184477532, 'out_of_rail_stability_margin': 2.1042579974252895, 'final_static_margin': 2.434893814067597, 'number_of_events': 2, 'execution_time': 8.265625, 'drogue_triggerTime': 21.42, 'drogue_inflated_time': 21.42, 'drogue_inflated_velocity': 4.491133521625519}
{'out_of_rail_time': 0.22017915535955118, 'out_of_rail_velocity': 47.92461802645641, 'max_velocity': 339.8513247824143, 'apogee_time': 20.981147158026037, 'apogee_altitude': 2772.141393024291, 'apogee_x': 88.95987991472137, 'apogee_y': -136.57610726670887, 'impact_time': 205.7432013959964, 'impact_x': 409.5448676921165, 'impact_y': 444.6625872646324, 'impact_velocity': -4.14627508420907, 'initial_static_margin': 2.0743786951254317, 'out_of_rail_static_margin': 2.1147964007849414, 'out_of_rail_stability_margin': 2.121139149709305, 'final_static_margin': 2.4442995508712535, 'number_of_events': 2, 'execution_time': 8.828125, 'drogue_triggerTime': 20.990000000000002, 'drogue_inflated_time': 20.990000000000002, 'drogue_inflated_velocity': 4.918200613916989}
{'out_of_rail_time': 0.191828840967619, 'out_of_rail_velocity': 55.0185665192975, 'max_velocity': 349.76987706287923, 'apogee_time': 19.926188723452217, 'apogee_altitude': 2574.8167232866617, 'apogee_x': 114.62978463995748, 'apogee_y': -68.600663442746, 'impact_time': 209.27643692881443, 'impact_x': 735.5674425562798, 'impact_y': 356.73174353188347, 'impact_velocity': -3.925575192622522, 'initial_static_margin': 2.1282686966165243, 'out_of_rail_static_margin': 2.17470763291547, 'out_of_rail_stability_margin': 2.183553042951945, 'final_static_margin': 2.502846496935454, 'number_of_events': 2, 'execution_time': 8.078125, 'drogue_triggerTime': 19.93, 'drogue_inflated_time': 19.93, 'drogue_inflated_velocity': 5.196819113014863}

{'out_of_rail_time': 0.20105086285481005, 'out_of_rail_velocity': 52.56111639286958, 'max_velocity': 358.1646929131186, 'apogee_time': 21.306006845897947, 'apogee_altitude': 2888.730917088194, 'apogee_x': 163.14778915902104, 'apogee_y': -106.724938556624, 'impact_time': 207.69926084548212, 'impact_x': 943.7756396994441, 'impact_y': 357.5394551923109, 'impact_velocity': -4.238429163126372, 'initial_static_margin': 2.1283686443671392, 'out_of_rail_static_margin': 2.171030954546747, 'out_of_rail_stability_margin': 2.177798952277149, 'final_static_margin': 2.489016929943677, 'number_of_events': 2, 'execution_time': 8.109375, 'drogue_triggerTime': 21.31, 'drogue_inflated_time': 21.31, 'drogue_inflated_velocity': 7.103914061246661}
{'out_of_rail_time': 0.23519473165983987, 'out_of_rail_velocity': 44.79238156390456, 'max_velocity': 334.3197226753416, 'apogee_time': 21.25896542660508, 'apogee_altitude': 2824.8056779952462, 'apogee_x': 123.08798338395412, 'apogee_y': -81.54187400636002, 'impact_time': 205.8672425738779, 'impact_x': 567.3874128414232, 'impact_y': 243.74028725056212, 'impact_velocity': -4.207595663904016, 'initial_static_margin': 1.9937973804186329, 'out_of_rail_static_margin': 2.0303779983304966, 'out_of_rail_stability_margin': 2.035756226359939, 'final_static_margin': 2.3507863773826188, 'number_of_events': 2, 'execution_time': 5.703125, 'drogue_triggerTime': 21.26, 'drogue_inflated_time': 21.26, 'drogue_inflated_velocity': 5.178541775967314}
{'out_of_rail_time': 0.2211686214059308, 'out_of_rail_velocity': 47.704465498981776, 'max_velocity': 341.37971904911427, 'apogee_time': 20.8470803549179, 'apogee_altitude': 2755.5005675952802, 'apogee_x': -146.62632607140736, 'apogee_y': -134.89729350030305, 'impact_time': 209.07868281604812, 'impact_x': 183.94546172317456, 'impact_y': 448.46813753737933, 'impact_velocity': -4.126792567497614, 'initial_static_margin': 1.9775682718659497, 'out_of_rail_static_margin': 2.0185944639388596, 'out_of_rail_stability_margin': 2.024594429372469, 'final_static_margin': 2.357433634826029, 'number_of_events': 2, 'execution_time': 6.921875, 'drogue_triggerTime': 20.85, 'drogue_inflated_time': 20.85, 'drogue_inflated_velocity': 5.481769803321693}
{'out_of_rail_time': 0.24810731135025876, 'out_of_rail_velocity': 42.455284241443756, 'max_velocity': 319.4394293641051, 'apogee_time': 20.594076292756437, 'apogee_altitude': 2658.957662765684, 'apogee_x': 175.81379396300827, 'apogee_y': -156.47444762133622, 'impact_time': 212.74239500720762, 'impact_x': 427.64213807841776, 'impact_y': 412.523705795248, 'impact_velocity': -3.8601486381230012, 'initial_static_margin': 2.1402550333072234, 'out_of_rail_static_margin': 2.1750185718905493, 'out_of_rail_stability_margin': 2.1800840665907186, 'final_static_margin': 2.49872056767469, 'number_of_events': 2, 'execution_time': 9.40625, 'drogue_triggerTime': 20.6, 'drogue_inflated_time': 20.6, 'drogue_inflated_velocity': 7.536318748574599}
{'out_of_rail_time': 0.22387859203020125, 'out_of_rail_velocity': 47.093278451605144, 'max_velocity': 338.1546428520694, 'apogee_time': 21.047006799897584, 'apogee_altitude': 2784.8459123847674, 'apogee_x': 145.25081521773146, 'apogee_y': -118.86757496487114, 'impact_time': 202.56094090853935, 'impact_x': 328.03759428441276, 'impact_y': 320.13453061345945, 'impact_velocity': -4.13360492874266, 'initial_static_margin': 2.108440937087653, 'out_of_rail_static_margin': 2.146123104051686, 'out_of_rail_stability_margin': 2.1522738482466104, 'final_static_margin': 2.4601539428194132, 'number_of_events': 2, 'execution_time': 7.46875, 'drogue_triggerTime': 21.05, 'drogue_inflated_time': 21.05, 'drogue_inflated_velocity': 5.944940987151122}

{'out_of_rail_time': 0.2139170678733485, 'out_of_rail_velocity': 49.36776574268216, 'max_velocity': 333.50314215865893, 'apogee_time': 19.792456009803566, 'apogee_altitude': 2523.3553902458434, 'apogee_x': 198.9479252073907, 'apogee_y': -47.239987013985576, 'impact_time': 211.19833387230818, 'impact_x': 557.1187974760371, 'impact_y': 232.74142554091665, 'impact_velocity': -3.8822064142694157, 'initial_static_margin': 2.0012427453360497, 'out_of_rail_static_margin': 2.0430331439001814, 'out_of_rail_stability_margin': 2.050179248705792, 'final_static_margin': 2.3736107255167553, 'number_of_events': 2, 'execution_time': 9.75, 'drogue_triggerTime': 19.8, 'drogue_inflated_time': 19.8, 'drogue_inflated_velocity': 7.434730033316917}
{'out_of_rail_time': 0.22056783783138162, 'out_of_rail_velocity': 47.88194238653421, 'max_velocity': 348.54942648755184, 'apogee_time': 21.784615189664, 'apogee_altitude': 2963.245554976445, 'apogee_x': 101.61213671722577, 'apogee_y': -143.06385273685228, 'impact_time': 208.29719386677527, 'impact_x': 204.49819217976716, 'impact_y': 451.28380048728684, 'impact_velocity': -4.367260852078383, 'initial_static_margin': 2.0640849457987955, 'out_of_rail_static_margin': 2.1028789691750367, 'out_of_rail_stability_margin': 2.1087589369972894, 'final_static_margin': 2.4217368883786894, 'number_of_events': 2, 'execution_time': 7.65625, 'drogue_triggerTime': 21.79, 'drogue_inflated_time': 21.79, 'drogue_inflated_velocity': 4.9798438451318265}
{'out_of_rail_time': 0.2285737756419862, 'out_of_rail_velocity': 46.13072369049081, 'max_velocity': 330.5034898746743, 'apogee_time': 20.351472529698913, 'apogee_altitude': 2635.2271140876087, 'apogee_x': -57.6483582271406, 'apogee_y': -91.80368362216178, 'impact_time': 214.29911743147647, 'impact_x': 476.86236900075255, 'impact_y': 327.54626159377057, 'impact_velocity': -3.950134099503075, 'initial_static_margin': 2.024533071699664, 'out_of_rail_static_margin': 2.0624365695128377, 'out_of_rail_stability_margin': 2.0683309284211053, 'final_static_margin': 2.383816301574447, 'number_of_events': 2, 'execution_time': 7.953125, 'drogue_triggerTime': 20.36, 'drogue_inflated_time': 20.36, 'drogue_inflated_velocity': 2.531159275256615}
{'out_of_rail_time': 0.2114816133978548, 'out_of_rail_velocity': 49.866494347197474, 'max_velocity': 349.73898118551216, 'apogee_time': 21.185313141232278, 'apogee_altitude': 2841.653961546334, 'apogee_x': 140.02861788274015, 'apogee_y': -146.39457529395554, 'impact_time': 206.50711062698662, 'impact_x': 608.1257959042526, 'impact_y': 547.1158217398563, 'impact_velocity': -4.193492280710294, 'initial_static_margin': 2.0998359372516853, 'out_of_rail_static_margin': 2.141137490201308, 'out_of_rail_stability_margin': 2.1473902007460635, 'final_static_margin': 2.46512048740342, 'number_of_events': 2, 'execution_time': 9.046875, 'drogue_triggerTime': 21.19, 'drogue_inflated_time': 21.19, 'drogue_inflated_velocity': 6.440599382091191}
{'out_of_rail_time': 0.21595187803520713, 'out_of_rail_velocity': 48.8084058366841, 'max_velocity': 330.5872044998696, 'apogee_time': 19.58664991564126, 'apogee_altitude': 2487.4574477483334, 'apogee_x': -15.507770982844454, 'apogee_y': -32.90850780117532, 'impact_time': 213.79292961449238, 'impact_x': 226.23799303693713, 'impact_y': 155.74093403515892, 'impact_velocity': -3.791120952115291, 'initial_static_margin': 2.043616500482876, 'out_of_rail_static_margin': 2.0822338707682575, 'out_of_rail_stability_margin': 2.089248577550466, 'final_static_margin': 2.3923920831869157, 'number_of_events': 2, 'execution_time': 6.359375, 'drogue_triggerTime': 19.59, 'drogue_inflated_time': 19.59, 'drogue_inflated_velocity': 0.7897323742310748}

{'out_of_rail_time': 0.22613996723164448, 'out_of_rail_velocity': 46.62236177272769, 'max_velocity': 344.8279912522195, 'apogee_time': 21.54552399034423, 'apogee_altitude': 2910.992828927239, 'apogee_x': -96.95140711569216, 'apogee_y': -94.91010134711343, 'impact_time': 208.7241643047769, 'impact_x': 477.91196559199375, 'impact_y': 264.1561656418455, 'impact_velocity': -4.140929815598612, 'initial_static_margin': 2.209579545033615, 'out_of_rail_static_margin': 2.248679099832706, 'out_of_rail_stability_margin': 2.2538935975456904, 'final_static_margin': 2.578421204784713, 'number_of_events': 2, 'execution_time': 8.1875, 'drogue_triggerTime': 21.55, 'drogue_inflated_time': 21.55, 'drogue_inflated_velocity': 3.2426683947440615}
{'out_of_rail_time': 0.2168245256711267, 'out_of_rail_velocity': 48.66388457174314, 'max_velocity': 349.827293872152, 'apogee_time': 21.470821099069997, 'apogee_altitude': 2908.7073024938622, 'apogee_x': 153.45252318247063, 'apogee_y': -75.12358904749436, 'impact_time': 203.7188476507544, 'impact_x': 640.4464032301669, 'impact_y': 213.37017348145153, 'impact_velocity': -4.390542181279666, 'initial_static_margin': 1.906763783151274, 'out_of_rail_static_margin': 1.94416198537, 'out_of_rail_stability_margin': 1.9500920375304243, 'final_static_margin': 2.2450423967645285, 'number_of_events': 2, 'execution_time': 7.09375, 'drogue_triggerTime': 21.48, 'drogue_inflated_time': 21.48, 'drogue_inflated_velocity': 6.068372778039344}
{'out_of_rail_time': 0.22090922634578958, 'out_of_rail_velocity': 47.728658885923494, 'max_velocity': 341.2768311359356, 'apogee_time': 20.952578620889103, 'apogee_altitude': 2781.397019496801, 'apogee_x': 23.510739239882344, 'apogee_y': -73.55578054647678, 'impact_time': 217.99013172251776, 'impact_x': 468.2622333674224, 'impact_y': 260.541047625736, 'impact_velocity': -4.022272627562086, 'initial_static_margin': 2.207337466412782, 'out_of_rail_static_margin': 2.2465588467961695, 'out_of_rail_stability_margin': 2.2524301717883586, 'final_static_margin': 2.569274317629037, 'number_of_events': 2, 'execution_time': 7.4375, 'drogue_triggerTime': 20.96, 'drogue_inflated_time': 20.96, 'drogue_inflated_velocity': 2.380467503763938}
{'out_of_rail_time': 0.21460553569936303, 'out_of_rail_velocity': 49.1681804778128, 'max_velocity': 339.7873748104173, 'apogee_time': 20.35899050326597, 'apogee_altitude': 2655.9549927134044, 'apogee_x': 39.25287001567982, 'apogee_y': -85.8899010039362, 'impact_time': 216.1368069100174, 'impact_x': 157.26059097093435, 'impact_y': 338.43509520601214, 'impact_velocity': -3.9019362764149843, 'initial_static_margin': 2.1899801794335954, 'out_of_rail_static_margin': 2.230378709259665, 'out_of_rail_stability_margin': 2.2368856089360754, 'final_static_margin': 2.552510269481628, 'number_of_events': 2, 'execution_time': 8.046875, 'drogue_triggerTime': 20.36, 'drogue_inflated_time': 20.36, 'drogue_inflated_velocity': 2.6034856272133773}
{'out_of_rail_time': 0.17755655485136904, 'out_of_rail_velocity': 59.504090669416385, 'max_velocity': 367.90145465897524, 'apogee_time': 20.866912146907456, 'apogee_altitude': 2806.6950015345415, 'apogee_x': 47.15948696374915, 'apogee_y': -107.4245979048519, 'impact_time': 208.79452544273732, 'impact_x': 610.2505165401714, 'impact_y': 584.3871742033817, 'impact_velocity': -4.152827501934461, 'initial_static_margin': 2.1918979810573442, 'out_of_rail_static_margin': 2.243318862263129, 'out_of_rail_stability_margin': 2.252179807222967, 'final_static_margin': 2.5769109729343955, 'number_of_events': 2, 'execution_time': 8.765625, 'drogue_triggerTime': 20.87, 'drogue_inflated_time': 20.87, 'drogue_inflated_velocity': 3.4327522620108084}

{'out_of_rail_time': 0.21210353303449397, 'out_of_rail_velocity': 49.760523454641934, 'max_velocity': 338.78333026123613, 'apogee_time': 20.126418911083817, 'apogee_altitude': 2603.018761240743, 'apogee_x': 150.20167480705894, 'apogee_y': -105.72769763809605, 'impact_time': 206.04757216904179, 'impact_x': 565.9311550667485, 'impact_y': 404.3752091518818, 'impact_velocity': -3.9959433656892527, 'initial_static_margin': 1.9783420467771389, 'out_of_rail_static_margin': 2.018190011636269, 'out_of_rail_stability_margin': 2.0252265764517308, 'final_static_margin': 2.3309408863532117, 'number_of_events': 2, 'execution_time': 8.421875, 'drogue_triggerTime': 20.13, 'drogue_inflated_time': 20.13, 'drogue_inflated_velocity': 6.324644274709295}
{'out_of_rail_time': 0.2296613172859226, 'out_of_rail_velocity': 45.94760738783436, 'max_velocity': 333.1580873684531, 'apogee_time': 20.357268301374862, 'apogee_altitude': 2653.339587711963, 'apogee_x': 96.10166074045048, 'apogee_y': -44.55464072098827, 'impact_time': 216.0679429929532, 'impact_x': 476.8355267586889, 'impact_y': 114.80556707697063, 'impact_velocity': -3.8866623801234903, 'initial_static_margin': 2.0715818834011612, 'out_of_rail_static_margin': 2.1080637300282388, 'out_of_rail_stability_margin': 2.1135048068608593, 'final_static_margin': 2.420099528708103, 'number_of_events': 2, 'execution_time': 7.859375, 'drogue_triggerTime': 20.36, 'drogue_inflated_time': 20.36, 'drogue_inflated_velocity': 3.9927004285665406}
